label_type	pref_label	label
disease	urinary bladder cancer	urinary bladder cancer
disease	uterine carcinosarcoma	carcinosarcoma of the uterus
disease	uterine carcinosarcoma	malignant mixed mesodermal (mullerian) tumor of the uterus
disease	uterine carcinosarcoma	malignant mixed mesodermal (müllerian) tumor of the uterus
disease	uterine carcinosarcoma	uterine carcinosarcoma
disease	uterine carcinosarcoma	uterine malignant mixed mesodermal (mullerian) tumor
disease	uterine carcinosarcoma	uterine malignant mixed mesodermal (müllerian) tumor
disease	uterine corpus endometrial carcinoma	uterine corpus endometrial carcinoma
disease	uveal melanoma	intraocular melanoma
disease	uveal melanoma	melanoma of the uvea
disease	uveal melanoma	melanoma of uvea
disease	uveal melanoma	melanoma, uveal, malignant
disease	uveal melanoma	uveal melanoma
source	1000 genomes	1000 genomes
source	cistrome	cistrome
source	encode	encode
source	gencode	gencode
source	refseq	refseq
source	roadmap epigenomics	roadmap epigenomics
source	tads	tads
source	tcga	tcga
target	aars	aars
target	aars	cmt2n
target	aatf	aatf
target	aatf	bfr2
target	aatf	che1
target	aatf	che-1
target	aatf	ded
target	abcf1	abc27
target	abcf1	abc50
target	abcf1	abcf1
target	adnp	adnp
target	adnp	adnp1
target	aebp2	aebp2
target	aff1	af4
target	aff1	aff1
target	aff1	mllt2
target	aff1	pbm1
target	aggf1	aggf1
target	aggf1	gpatc7
target	aggf1	gpatch7
target	aggf1	hsu84971
target	aggf1	hus84971
target	aggf1	vg5q
target	ago1	ago1
target	ago1	eif2c
target	ago1	eif2c1
target	ago1	gerp95
target	ago1	q99
target	ago2	ago2
target	ago2	eif2c2
target	ago2	q10
target	ahr	ahr
target	ahr	bhlhe76
target	akap1	akap
target	akap1	akap1
target	akap1	akap121
target	akap1	akap149
target	akap1	akap84
target	akap1	d-akap1
target	akap1	ppp1r43
target	akap1	prka1
target	akap1	sakap84
target	akap1	tdrd17
target	akap8l	akap8l
target	akap8l	ha95
target	akap8l	hap95
target	akap8l	nakap
target	akap8l	nakap95
target	apobec3c	a3c
target	apobec3c	apobec1l
target	apobec3c	apobec3c
target	apobec3c	ardc2
target	apobec3c	ardc4
target	apobec3c	arp5
target	apobec3c	bk150c2.3
target	apobec3c	pbi
target	aqr	aqr
target	aqr	fsap164
target	aqr	ibp160
target	arhgap35	arhgap35
target	arhgap35	grf-1
target	arhgap35	grlf1
target	arhgap35	p190a
target	arhgap35	p190-a
target	arhgap35	p190arhogap
target	arhgap35	p190rhogap
target	arid1b	6a3-5
target	arid1b	arid1b
target	arid1b	baf250b
target	arid1b	bright
target	arid1b	dan15
target	arid1b	eld/osa1
target	arid1b	mrd12
target	arid1b	osa2
target	arid1b	p250r
target	arid2	arid2
target	arid2	baf200
target	arid2	p200
target	arid3a	arid3a
target	arid3a	bright
target	arid3a	dril1
target	arid3a	dril3
target	arid3a	e2fbp1
target	arid4b	arid4b
target	arid4b	bcaa
target	arid4b	brcaa1
target	arid4b	rbbp1l1
target	arid4b	rbp1l1
target	arid4b	sap180
target	arnt	arnt
target	arnt	bhlhe2
target	arnt	hif1b
target	arnt	hif1beta
target	arnt	hif-1beta
target	arnt	hif-1-beta
target	arnt	hif1-beta
target	arnt	tango
target	ash1l	ash1
target	ash1l	ash1l
target	ash1l	ash1l1
target	ash1l	kmt2h
target	ash2l	ash2
target	ash2l	ash2l
target	ash2l	ash2l1
target	ash2l	ash2l2
target	ash2l	bre2
target	atf1	atf1
target	atf1	ews-atf1
target	atf1	fus/atf-1
target	atf1	treb36
target	atf2	atf2
target	atf2	creb2
target	atf2	creb-2
target	atf2	cre-bp1
target	atf2	hb16
target	atf2	treb7
target	atf3	atf3
target	atf4	atf4
target	atf4	creb2
target	atf4	creb-2
target	atf4	taxreb67
target	atf4	txreb
target	atf7	atf7
target	atf7	atfa
target	atm	at1
target	atm	ata
target	atm	atc
target	atm	atd
target	atm	atdc
target	atm	ate
target	atm	atm
target	atm	tel1
target	atm	telo1
target	bach1	bach1
target	bach1	bach-1
target	batf	batf
target	batf	b-atf
target	batf	batf1
target	batf	sfa2
target	batf	sfa-2
target	bccip	bccip
target	bccip	tok1
target	bccip	tok-1
target	bcl11a	bcl11a
target	bcl11a	bcl11a-l
target	bcl11a	bcl11a-m
target	bcl11a	bcl11a-s
target	bcl11a	bcl11a-xl
target	bcl11a	ctip1
target	bcl11a	evi9
target	bcl11a	hbfqtl5
target	bcl11a	znf856
target	bcl11b	atl1
target	bcl11b	atl1-alpha
target	bcl11b	atl1-beta
target	bcl11b	atl1-delta
target	bcl11b	atl1-gamma
target	bcl11b	bcl11b
target	bcl11b	ctip2
target	bcl11b	ctip-2
target	bcl11b	hrit1-alpha
target	bcl11b	rit1
target	bcl11b	znf856b
target	bcl3	bcl3
target	bcl3	bcl4
target	bcl3	d19s37
target	bcl6	bcl5
target	bcl6	bcl6
target	bcl6	bcl6a
target	bcl6	laz3
target	bcl6	zbtb27
target	bcl6	znf51
target	bcl6b	bazf
target	bcl6b	bcl6b
target	bcl6b	zbtb28
target	bcl6b	znf62
target	bclaf1	bclaf1
target	bclaf1	bk211l9.1
target	bclaf1	btf
target	bcor	anop2
target	bcor	bcor
target	bcor	maa2
target	bcor	mcops2
target	bhlhe40	bhlhb2
target	bhlhe40	bhlhe40
target	bhlhe40	dec1
target	bhlhe40	hlhb2
target	bhlhe40	sharp-2
target	bhlhe40	stra13
target	bhlhe40	stra14
target	bmi1	bmi1
target	bmi1	flvi2/bmi1
target	bmi1	pcgf4
target	bmi1	rnf51
target	brca1	brca1
target	brca1	brcai
target	brca1	brcc1
target	brca1	brovca1
target	brca1	iris
target	brca1	pnca4
target	brca1	ppp1r53
target	brca1	pscp
target	brca1	rnf53
target	brd4	brd4
target	brd4	cap
target	brd4	hunk1
target	brd4	hunki
target	brd4	mcap
target	brd9	brd9
target	brd9	lavs3040
target	brd9	pro9856
target	bud13	bud13
target	bud13	cwc26
target	bud13	fsap71
target	c11orf30	c11orf30
target	c11orf30	emsy
target	cbfa2t2	cbfa2t2
target	cbfa2t2	eht
target	cbfa2t2	mtgr1
target	cbfa2t2	p85
target	cbfa2t2	zmynd3
target	cbfa2t3	cbfa2t3
target	cbfa2t3	eto2
target	cbfa2t3	mtg16
target	cbfa2t3	mtgr2
target	cbfa2t3	zmynd4
target	cbfb	cbfb
target	cbfb	pebp2b
target	cbx1	cbx
target	cbx1	cbx1
target	cbx1	hp1-beta
target	cbx1	hp1hsbeta
target	cbx1	hp1hs-beta
target	cbx1	m31
target	cbx1	mod1
target	cbx1	p25beta
target	cbx2	cbx2
target	cbx2	cdca6
target	cbx2	m33
target	cbx2	srxy5
target	cbx3	cbx3
target	cbx3	hech
target	cbx3	hp1-gamma
target	cbx3	hp1hs-gamma
target	cbx5	cbx5
target	cbx5	hel25
target	cbx5	hp1
target	cbx5	hp1a
target	cbx8	cbx8
target	cbx8	pc3
target	cbx8	rc1
target	cc2d1a	cc2d1a
target	cc2d1a	freud-1
target	cc2d1a	freud-1/aki1
target	cc2d1a	mrt3
target	ccar2	ccar2
target	ccar2	dbc1
target	ccar2	dbc-1
target	ccar2	kiaa1967
target	ccar2	net35
target	ccar2	p30dbc
target	ccar2	p30 dbc
target	cdc40	cdc40
target	cdc40	ehb3
target	cdc40	prp17
target	cdc40	prpf17
target	cdc5l	cdc5
target	cdc5l	cdc5l
target	cdc5l	cdc5-like
target	cdc5l	cef1
target	cdc5l	dj319d22.1
target	cdc5l	pcdc5rp
target	cebpa	cebp
target	cebpa	cebpa
target	cebpa	c/ebp-alpha
target	cebpb	cebpb
target	cebpb	c/ebp-beta
target	cebpb	crp2
target	cebpb	il6dbp
target	cebpb	nf-il6
target	cebpb	tcf5
target	cebpg	cebpg
target	cebpg	gpe1bp
target	cebpg	ig/ebp-1
target	cebpz	cbf
target	cebpz	cbf2
target	cebpz	cebpz
target	cebpz	hsp-cbf
target	cebpz	noc1
target	celf1	brunol2
target	celf1	celf1
target	celf1	cugbp
target	celf1	cug-bp
target	celf1	cugbp1
target	celf1	eden-bp
target	celf1	hnab50
target	celf1	nab50
target	celf1	napor
target	cenpa	cenh3
target	cenpa	cenpa
target	cenpa	cenp-a
target	champ1	c13orf8
target	champ1	camp
target	champ1	champ
target	champ1	champ1
target	champ1	znf828
target	chd1	chd1
target	chd2	chd2
target	chd2	eeoc
target	chd4	chd4
target	chd4	mi-2b
target	chd4	mi2-beta
target	chd7	chd7
target	chd7	crg
target	chd7	hh5
target	chd7	is3
target	chd7	kal5
target	clock	bhlhe8
target	clock	clock
target	clock	kat13d
target	cops2	alien
target	cops2	cops2
target	cops2	csn2
target	cops2	sgn2
target	cops2	trip15
target	cpeb4	cpeb4
target	cpsf6	cfim
target	cpsf6	cfim68
target	cpsf6	cpsf6
target	cpsf6	hpbrii-4
target	cpsf6	hpbrii-7
target	creb1	creb
target	creb1	creb1
target	creb3	creb3
target	creb3	luman
target	creb3	lzip
target	creb3l1	creb3l1
target	creb3l1	oasis
target	crebbp	cbp
target	crebbp	crebbp
target	crebbp	kat3a
target	crebbp	rsts
target	crem	crem
target	crem	crem-2
target	crem	hcrem-2
target	crem	icer
target	csde1	csde1
target	csde1	d1s155e
target	csde1	unr
target	cstf2	cstf2
target	cstf2	cstf-64
target	cstf2t	cstf2t
target	cstf2t	cstf-64t
target	ctbp1	bars
target	ctbp1	ctbp1
target	ctbp2	ctbp2
target	ctcf	ctcf
target	ctcf	mrd21
target	ctcfl	boris
target	ctcfl	ct27
target	ctcfl	ctcfl
target	ctcfl	ctcf-t
target	ctcfl	dj579f20.2
target	ctcfl	hmgb1l1
target	cux1	casp
target	cux1	cdp
target	cux1	cdp1
target	cux1	cdp/cut
target	cux1	clox
target	cux1	coy1
target	cux1	cutl1
target	cux1	cux
target	cux1	cux1
target	cux1	cux/cdp
target	cux1	golim6
target	cux1	nbla10317
target	cux1	p100
target	cux1	p110
target	cux1	p200
target	cux1	p75
target	dach1	dach
target	dach1	dach1
target	ddx20	ddx20
target	ddx20	dp103
target	ddx20	gemin3
target	ddx21	ddx21
target	ddx21	gua
target	ddx21	gurdb
target	ddx21	rh-ii/gu
target	ddx21	rh-ii/gua
target	ddx24	ddx24
target	ddx3x	dbx
target	ddx3x	ddx14
target	ddx3x	ddx3
target	ddx3x	ddx3x
target	ddx3x	hlp2
target	ddx42	ddx42
target	ddx42	ddx42p
target	ddx42	rhelp
target	ddx42	rnahp
target	ddx42	sf3b125
target	ddx42	sf3b8
target	ddx51	ddx51
target	ddx52	ddx52
target	ddx52	hussy19
target	ddx52	rok1
target	ddx55	ddx55
target	ddx59	ddx59
target	ddx59	ofd5
target	ddx59	znhit5
target	ddx6	ddx6
target	ddx6	hlr2
target	ddx6	p54
target	ddx6	rck
target	deaf1	deaf1
target	deaf1	nudr
target	deaf1	spn
target	deaf1	zmynd5
target	dek	d6s231e
target	dek	dek
target	dgcr8	c22orf12
target	dgcr8	dgcr8
target	dgcr8	dgcrk6
target	dgcr8	gy1
target	dgcr8	pasha
target	dhx30	ddx30
target	dhx30	dhx30
target	dhx30	retcor
target	dido1	bye1
target	dido1	c20orf158
target	dido1	datf1
target	dido1	datf-1
target	dido1	dido1
target	dido1	dido2
target	dido1	dido3
target	dido1	dio1
target	dido1	dio-1
target	dido1	dj885l7.8
target	dkc1	cbf5
target	dkc1	dkc
target	dkc1	dkc1
target	dkc1	dkcx
target	dkc1	nap57
target	dkc1	nola4
target	dkc1	xap101
target	dmap1	dmap1
target	dmap1	dnmap1
target	dmap1	dnmtap1
target	dmap1	eaf2
target	dmap1	meaf2
target	dmap1	swc4
target	dnmt1	adcadn
target	dnmt1	aim
target	dnmt1	cxxc9
target	dnmt1	dnmt
target	dnmt1	dnmt1
target	dnmt1	hsn1e
target	dnmt1	mcmt
target	dnmt3b	dnmt3b
target	dnmt3b	icf
target	dnmt3b	icf1
target	dnmt3b	m.hsaiiib
target	dpf2	dpf2
target	dpf2	req
target	dpf2	ubid4
target	dpf2	ubi-d4
target	drap1	drap1
target	drap1	nc2-alpha
target	drosha	drosha
target	drosha	etohi2
target	drosha	hsa242976
target	drosha	ranse3l
target	drosha	rn3
target	drosha	rnase3l
target	drosha	rnasen
target	e2f1	e2f1
target	e2f1	e2f-1
target	e2f1	rbap1
target	e2f1	rbbp3
target	e2f1	rbp3
target	e2f4	e2f4
target	e2f4	e2f-4
target	e2f5	e2f5
target	e2f5	e2f-5
target	e2f6	e2f6
target	e2f6	e2f-6
target	e2f7	e2f7
target	e2f8	e2f8
target	e2f8	e2f-8
target	e4f1	e4f
target	e4f1	e4f1
target	ebf1	coe1
target	ebf1	ebf
target	ebf1	ebf1
target	ebf1	o/e-1
target	ebf1	olf1
target	eed	eed
target	eed	heed
target	eed	wait1
target	eftud2	eftud2
target	eftud2	mfdga
target	eftud2	mfdm
target	eftud2	snrnp116
target	eftud2	snrp116
target	eftud2	snu114
target	eftud2	u5-116kd
target	egr1	at225
target	egr1	egr1
target	egr1	g0s30
target	egr1	krox-24
target	egr1	ngfi-a
target	egr1	tis8
target	egr1	zif-268
target	egr1	znf225
target	egr2	at591
target	egr2	cmt1d
target	egr2	cmt4e
target	egr2	egr2
target	egr2	krox20
target	ehmt2	bat8
target	ehmt2	c6orf30
target	ehmt2	ehmt2
target	ehmt2	g9a
target	ehmt2	gat8
target	ehmt2	kmt1c
target	ehmt2	ng36
target	eif3d	eif3d
target	eif3d	eif3-p66
target	eif3d	eif3s7
target	eif3d	eif3-zeta
target	eif3g	eif3-delta
target	eif3g	eif3g
target	eif3g	eif3-p42
target	eif3g	eif3-p44
target	eif3g	eif3s4
target	eif3h	eif3-gamma
target	eif3h	eif3h
target	eif3h	eif3-p40
target	eif3h	eif3s3
target	eif4g1	eif4f
target	eif4g1	eif4g
target	eif4g1	eif4g1
target	eif4g1	eif-4g1
target	eif4g1	eif4gi
target	eif4g1	p220
target	eif4g1	park18
target	eif4g2	aag1
target	eif4g2	dap5
target	eif4g2	eif4g2
target	eif4g2	nat1
target	eif4g2	p97
target	elavl1	elav1
target	elavl1	elavl1
target	elavl1	hua
target	elavl1	hur
target	elavl1	melg
target	elf1	elf1
target	elf3	elf3
target	elf3	epr-1
target	elf3	ert
target	elf3	ese-1
target	elf3	esx
target	elf4	elf4
target	elf4	elfr
target	elf4	mef
target	elk1	elk1
target	ep300	ep300
target	ep300	kat3b
target	ep300	p300
target	ep300	rsts2
target	ep400	cagh32
target	ep400	ep400
target	ep400	p400
target	ep400	tnrc12
target	erf	crs4
target	erf	erf
target	erf	pe2
target	erf	pe-2
target	esr1	er
target	esr1	era
target	esr1	esr
target	esr1	esr1
target	esr1	esra
target	esr1	estrr
target	esr1	nr3a1
target	esrra	err1
target	esrra	erra
target	esrra	erralpha
target	esrra	esrl1
target	esrra	esrra
target	esrra	nr3b1
target	ets1	ets1
target	ets1	ets-1
target	ets1	ewsr2
target	ets2	ets2
target	ets2	ets2it1
target	etv1	er81
target	etv1	etv1
target	etv4	e1af
target	etv4	e1a-f
target	etv4	etv4
target	etv4	pea3
target	etv4	peas3
target	etv5	erm
target	etv5	etv5
target	etv6	etv6
target	etv6	tel
target	etv6	tel/abl
target	ewsr1	bk984g1.4
target	ewsr1	ews
target	ewsr1	ewsr1
target	exosc5	exosc5
target	exosc5	hrrp46p
target	exosc5	p12b
target	exosc5	rrp41b
target	exosc5	rrp46
target	exosc5	rrp46p
target	ezh2	enx1
target	ezh2	enx-1
target	ezh2	ezh1
target	ezh2	ezh2
target	ezh2	ezh2b
target	ezh2	kmt6
target	ezh2	kmt6a
target	ezh2	wvs
target	ezh2	wvs2
target	ezh2phosphot487	ezh2phosphot487
target	fam120a	c9orf10
target	fam120a	dnaptp1
target	fam120a	dnaptp5
target	fam120a	fam120a
target	fam120a	ossa
target	fastkd2	fastkd2
target	fastkd2	kiaa0971
target	fezf1	fez
target	fezf1	fezf1
target	fezf1	znf312b
target	fip1l1	fip1
target	fip1l1	fip1l1
target	fip1l1	hfip1
target	fip1l1	rhe
target	fkbp4	fkbp4
target	fkbp4	fkbp51
target	fkbp4	fkbp52
target	fkbp4	fkbp59
target	fkbp4	hbi
target	fkbp4	hsp56
target	fkbp4	p52
target	fkbp4	ppiase
target	fmr1	fmr1
target	fmr1	fmrp
target	fmr1	fraxa
target	fmr1	pof
target	fmr1	pof1
target	fos	ap-1
target	fos	c-fos
target	fos	fos
target	fos	p55
target	fosl1	fosl1
target	fosl1	fra
target	fosl1	fra1
target	fosl1	fra-1
target	fosl2	fosl2
target	fosl2	fra2
target	foxa1	foxa1
target	foxa1	hnf3a
target	foxa1	tcf3a
target	foxa2	foxa2
target	foxa2	hnf3b
target	foxa2	tcf3b
target	foxa3	fkhh3
target	foxa3	foxa3
target	foxa3	hnf3g
target	foxa3	tcf3g
target	foxj2	fhx
target	foxj2	foxj2
target	foxk2	foxk2
target	foxk2	ilf
target	foxk2	ilf1
target	foxk2	ilf-1
target	foxm1	fkhl16
target	foxm1	foxm1
target	foxm1	foxm1b
target	foxm1	hfh11
target	foxm1	hfh-11
target	foxm1	hnf-3
target	foxm1	ins-1
target	foxm1	mphosph2
target	foxm1	mpp2
target	foxm1	mpp-2
target	foxm1	pig29
target	foxm1	tgt3
target	foxm1	trident
target	foxp1	12cc4
target	foxp1	foxp1
target	foxp1	hfkh1b
target	foxp1	qrf1
target	foxp2	cagh44
target	foxp2	foxp2
target	foxp2	spch1
target	foxp2	tnrc10
target	fto	alkbh9
target	fto	fto
target	fubp1	fbp
target	fubp1	fubp
target	fubp1	fubp1
target	fubp3	fbp3
target	fubp3	fubp3
target	fus	als6
target	fus	etm4
target	fus	fus
target	fus	fus1
target	fus	hnrnpp2
target	fus	pomp75
target	fus	tls
target	fxr1	fxr1
target	fxr1	fxr1p
target	fxr2	fmr1l2
target	fxr2	fxr2
target	fxr2	fxr2p
target	g3bp1	g3bp
target	g3bp1	g3bp1
target	g3bp1	hdh-viii
target	gabpa	e4tf1-60
target	gabpa	e4tf1a
target	gabpa	gabpa
target	gabpa	nft2
target	gabpa	nrf2
target	gabpa	nrf2a
target	gabpa	rch04a07
target	gabpb1	babpb2
target	gabpb1	e4tf1
target	gabpb1	e4tf1-47
target	gabpb1	e4tf1-53
target	gabpb1	e4tf1b
target	gabpb1	gabpb
target	gabpb1	gabpb1
target	gabpb1	gabpb2
target	gabpb1	nrf2b1
target	gabpb1	nrf2b2
target	galnt7	galnact7
target	galnt7	galnac-t7
target	galnt7	galnt7
target	galnt7	t7
target	galnt7	t7-control
target	gata1	eryf1
target	gata1	gata1
target	gata1	gata-1
target	gata1	gf1
target	gata1	gf-1
target	gata1	nfe1
target	gata1	nf-e1
target	gata1	xlanp
target	gata1	xltda
target	gata1	xltt
target	gata2	dcml
target	gata2	gata2
target	gata2	monomac
target	gata2	nfe1b
target	gata3	gata3
target	gata3	hdr
target	gata3	hdrs
target	gata4	asd2
target	gata4	gata4
target	gata4	tachd
target	gata4	vsd1
target	gatad1	cmd2b
target	gatad1	gatad1
target	gatad1	odag
target	gatad1	rg083m05.2
target	gatad2a	gatad2a
target	gatad2a	p66alpha
target	gatad2b	gatad2b
target	gatad2b	mrd18
target	gatad2b	p66beta
target	gatad2b	p68
target	gemin5	gemin5
target	gemin5	gemin-5
target	gfi1b	bdplt17
target	gfi1b	gfi1b
target	gli2	gli2
target	gli2	hpe9
target	gli2	thp1
target	gli2	thp2
target	gli4	gli4
target	gli4	hkr4
target	gli4	znf928
target	glis1	glis1
target	glis2	glis2
target	glis2	nkl
target	glis2	nphp7
target	gmeb1	gmeb1
target	gmeb1	p96pif
target	gmeb1	pif96
target	gmeb2	gmeb2
target	gmeb2	p79pif
target	gmeb2	pif79
target	gnl3	c77032
target	gnl3	e2ig3
target	gnl3	gnl3
target	gnl3	nnp47
target	gnl3	ns
target	gpkow	gpatc5
target	gpkow	gpatch5
target	gpkow	gpkow
target	gpkow	spp2
target	gpkow	t54
target	grsf1	grsf1
target	grwd1	cdw4
target	grwd1	grwd
target	grwd1	grwd1
target	grwd1	rrb1
target	grwd1	wdr28
target	gtf2a2	gtf2a2
target	gtf2a2	hst18745
target	gtf2a2	tf2a2
target	gtf2a2	tfiia
target	gtf2b	gtf2b
target	gtf2b	tf2b
target	gtf2b	tfiib
target	gtf2e2	fe
target	gtf2e2	gtf2e2
target	gtf2e2	tf2e2
target	gtf2e2	tfiie-b
target	gtf2f1	btf4
target	gtf2f1	gtf2f1
target	gtf2f1	rap74
target	gtf2f1	tf2f1
target	gtf2f1	tfiif
target	h1.0	h1.0
target	h1.2	h1.2
target	h1.4	h1.4
target	h1.4k34ac	h1.4k34ac
target	h1f0	h10
target	h1f0	h1.0
target	h1f0	h1f0
target	h1f0	h1fv
target	h1fx	h1fx
target	h1fx	h1x
target	h1x	h1x
target	h2a	h2a
target	h2a1	h2a1
target	h2a.bbd	h2a.bbd
target	h2afb1	h2a.bbd
target	h2afb1	h2afb1
target	h2afb2	h2a
target	h2afb2	h2a.bbd
target	h2afb2	h2afb2
target	h2afx	h2afx
target	h2afx	h2ax
target	h2afx	h2a/x
target	h2afx	h2a.x
target	h2afz	h2afz
target	h2afz	h2az
target	h2afz	h2a/z
target	h2afz	h2a.z
target	h2afz	h2a.z-1
target	h2ak119	h2ak119
target	h2ak5ac	h2ak5ac
target	h2ak9ac	h2ak9ac
target	h2ax	h2ax
target	h2a.z	h2a.z
target	h2azac	h2azac
target	h2azk4ac, h2azk7ac, h2azk11ac	h2azk4ac, h2azk7ac, h2azk11ac
target	h2b	h2b
target	h2bk120ac	h2bk120ac
target	h2bk120ub	h2bk120ub
target	h2bk12ac	h2bk12ac
target	h2bk15ac	h2bk15ac
target	h2bk20ac	h2bk20ac
target	h2bk5ac	h2bk5ac
target	h2bub	h2bub
target	h2bub1	h2bub1
target	h3	h3
target	h3.1	h3.1
target	h3.3	h3.3
target	h3.3,h2a.z	h3.3,h2a.z
target	h3/4ac	h3/4ac
target	h3ac	h3ac
target	h3f3a	h3.3a
target	h3f3a	h3f3
target	h3f3a	h3f3a
target	h3f3b	h3.3
target	h3f3b	h3.3b
target	h3f3b	h3f3b
target	h3k122ac	h3k122ac
target	h3k14ac	h3k14ac
target	h3k14_acetylation_site	h3k14ac
target	h3k14_acetylation_site	h3k14 acetylation site
target	h3k14_acetylation_site	h3k14_acetylation_site
target	h3k18ac	h3k18ac
target	h3k18_acetylation_site	h3k18ac
target	h3k18_acetylation_site	h3k18 acetylation site
target	h3k18_acetylation_site	h3k18_acetylation_site
target	h3k23ac	h3k23ac
target	h3k23_acetylation_site	h3k23ac
target	h3k23_acetylation_site	h3k23 acetylation site
target	h3k23_acetylation_site	h3k23_acetylation_site
target	h3k23_dimethylation_site	h3k23 dimethylation site
target	h3k23_dimethylation_site	h3k23_dimethylation_site
target	h3k23_dimethylation_site	h3k23me2
target	h3k23me2	h3k23me2
target	h3k27ac	h3k27ac
target	h3k27_acetylation_site	h3k27ac
target	h3k27_acetylation_site	h3k27 acetylation site
target	h3k27_acetylation_site	h3k27_acetylation_site
target	h3k27me1	h3k27me1
target	h3k27me2	h3k27me2
target	h3k27me3	h3k27me3
target	h3k27me3b	h3k27me3b
target	h3k27_monomethylation_site	h2k27me1
target	h3k27_monomethylation_site	h2k27 mono-methylation site
target	h3k27_monomethylation_site	h3k27me1
target	h3k27_monomethylation_site	h3k27_monomethylation_site
target	h3k36me2	h3k36me2
target	h3k36me3	h3k36me3
target	h3k36me3b	h3k36me3b
target	h3k36_trimethylation_site	h3k36me3
target	h3k36_trimethylation_site	h3k36me3b
target	h3k36_trimethylation_site	h3k36 tri-methylation site
target	h3k36_trimethylation_site	h3k36_trimethylation_site
target	h3k4ac	h3k4ac
target	h3k4me1	h3k4me1
target	h3k4me2	h3k4me2
target	h3k4me3	h3k4me3
target	h3k4me3b	h3k4me3b
target	h3k56ac	h3k56ac
target	h3k79me1	h3k79me1
target	h3k79me2	h3k79me2
target	h3k79me3	h3k79me3
target	h3k9ac	h3k9ac
target	h3k9ac, h3k14ac	h3k9ac, h3k14ac
target	h3k9me1	h3k9me1
target	h3k9me2	h3k9me2
target	h3k9me3	h3k9me3
target	h3r17me2	h3r17me2
target	h3r26cit	h3r26cit
target	h3t	h3t
target	h3t11ph	h3t11ph
target	h3.y	h3
target	h3.y	h3/4ac
target	h3.y	h3.y
target	h4	h4
target	h4ac	h4ac
target	h4k12ac	h4k12ac
target	h4k16ac	h4k16ac
target	h4k20me1	h4k20me1
target	h4k20me3	h4k20me3
target	h4k20me3 modified histone binding	h4k20me3
target	h4k20me3 modified histone binding	h4k20me3 modified histone binding
target	h4k5ac	h4k5ac
target	h4k5ac, h4k8ac, h4k12ac, h4k16ac	h4k5ac, h4k8ac, h4k12ac, h4k16ac
target	h4k8ac	h4k8ac
target	h4k91ac	h4k91ac
target	h4r3me2	h4r3me2
target	hbp1	hbp1
target	hcfc1	cff
target	hcfc1	hcf1
target	hcfc1	hcf-1
target	hcfc1	hcfc1
target	hcfc1	hfc1
target	hcfc1	mrx3
target	hcfc1	vcaf
target	hdac1	gon-10
target	hdac1	hd1
target	hdac1	hdac1
target	hdac1	rpd3
target	hdac1	rpd3l1
target	hdac2	hd2
target	hdac2	hdac2
target	hdac2	rpd3
target	hdac2	yaf1
target	hdac3	hd3
target	hdac3	hdac3
target	hdac3	rpd3
target	hdac3	rpd3-2
target	hdac6	cpbhm
target	hdac6	hd6
target	hdac6	hdac6
target	hdac8	cdls5
target	hdac8	hd8
target	hdac8	hdac8
target	hdac8	hdacl1
target	hdac8	mrxs6
target	hdac8	rpd3
target	hdac8	wts
target	hdgf	hdgf
target	hdgf	hmg1l2
target	hes1	bhlhb39
target	hes1	hes1
target	hes1	hes-1
target	hes1	hhl
target	hes1	hry
target	hhex	hex
target	hhex	hhex
target	hhex	hmph
target	hhex	hox11l-pen
target	hhex	prh
target	hhex	prhx
target	hic1	hic1
target	hic1	hic-1
target	hic1	zbtb29
target	hic1	znf901
target	hinfp	hinfp
target	hinfp	hinf-p
target	hinfp	mizf
target	hinfp	znf743
target	hist1h1c	h1.2
target	hist1h1c	h1c
target	hist1h1c	h1f2
target	hist1h1c	h1s-1
target	hist1h1c	hist1h1c
target	hist1h1e	dj221c16.5
target	hist1h1e	h1.4
target	hist1h1e	h1e
target	hist1h1e	h1f4
target	hist1h1e	h1s-4
target	hist1h1e	hist1h1e
target	hist1h2bi	h2b
target	hist1h2bi	h2bfk
target	hist1h2bi	h2b/k
target	hist1h2bi	hist1h2bi
target	hist1h3c	h3.1
target	hist1h3c	h3/c
target	hist1h3c	h3fc
target	hist1h3c	hist1h3c
target	hist1h4f	h4
target	hist1h4f	h4/c
target	hist1h4f	h4fc
target	hist1h4f	hist1h4f
target	hist3h3	h3.4
target	hist3h3	h3ft
target	hist3h3	h3/g
target	hist3h3	h3t
target	hist3h3	hist3h3
target	histone lysine acetylation	histone lysine acetylation
target	histone lysine crotonylation	histone lysine crotonylation
target	hlf	hlf
target	hltf	hip116
target	hltf	hip116a
target	hltf	hltf
target	hltf	hltf1
target	hltf	rnf80
target	hltf	smarca3
target	hltf	snf2l3
target	hltf	zbu1
target	hmbox1	hmbox1
target	hmbox1	hnf1la
target	hmbox1	hot1
target	hmbox1	pbhnf
target	hmg20a	hmg20a
target	hmg20a	hmgx1
target	hmg20a	hmgxb1
target	hmg20b	braf25
target	hmg20b	braf35
target	hmg20b	hmg20b
target	hmg20b	hmgx2
target	hmg20b	hmgxb2
target	hmg20b	pp7706
target	hmg20b	pp8857
target	hmg20b	smarce1r
target	hmg20b	soxl
target	hmgxb4	hmg2l1
target	hmgxb4	hmgbcg
target	hmgxb4	hmgxb4
target	hmgxb4	thc211630
target	hnf1a	hnf1
target	hnf1a	hnf1a
target	hnf1a	hnf-1a
target	hnf1a	iddm20
